unit,assetId,familyId,familyTitle,finalImageTitle,roleInFamily,pedagogicalStatesPresent,needClassification,needOverride,productionClass,productionClassLabel,priority,priorityLabel,curriculumContext,instructionalPurpose,learnerVisiblePurpose,immutableFacts,prohibitedChanges,requiredLabelsPresent,requiredLabelsList,labelsPedagogicallyRequired,annotationPolicy,artExpectation,currentReferenceTitle,currentReferenceUrl,currentReferenceLicence,currentReferenceQualityGrade,secondaryReferenceTitle,secondaryReferenceUrl,secondaryReferenceLicence,referenceMissing,referenceComposite,referenceSuspectUnsuitable,blockedNotes,canonicalStates,canonicalStateCount,outputSubfolder,filenameBase,expectedOutputPathStem,governedDiagramBlueprintId,currentWorkflowStatus,hiddenFromStudio,requiresReferenceResearch,referenceStatus,currentReferenceConfidence,notesForReferenceResearch,sharedReferenceSiblings
Unit 202,unit202.capacitor.transient,unit202.family.electronic-components,Electronic components — recognition,Capacitor RC charge/discharge transient curve,TECHNICAL_DIAGRAM,MULTI_STATE,REQUIRED,,DETERMINISTIC_TECHNICAL,DETERMINISTIC TECHNICAL,P1,P1,LO6 — lesson.electrical.electronic-components-passive,"CC-11.7 audit finding (new, beyond the original 66): the exponential RC charge/discharge curve directly targeted by EL-COMPONENT-CAPACITOR-TRANSIENT-001 and question blueprint `electronics.recognise_capacitor_behaviour` ('gradual_exponential_change' vs 'instant_step_change'), which no existing blueprint depicts -- an exponential curve is a genuinely different shape from the plain sine wave.",Deterministic vector exponential-curve plots -- not a premium art-generation deliverable.,"charge/discharge follows a genuine exponential curve, never a straight-line ramp or instant step; never a sine wave -- this is a transient response, not a periodic waveform",do not draw a straight-line ramp or instant step in place of the exponential curve; do not draw a periodic/sine shape,FALSE,,FALSE,NONE,DETERMINISTIC_VECTOR_NOT_ART_GENERATED,Standard RC charge/discharge exponential-curve reference -- to be selected when this asset is commissioned,,to be recorded when selected,to be assessed,,,,FALSE,FALSE,FALSE,,"{""stateId"":""unit202.capacitor.transient.state.charge"",""displayName"":""Charge curve (exponential rise)"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.capacitor.transient.state.discharge"",""displayName"":""Discharge curve (exponential decay)"",""pedagogicalState"":""MULTI_STATE""}",2,deterministic-polish,capacitor-transient-base,apps/mobile/src/assets/instructional/unit202/deterministic-polish/capacitor-transient-base,,READY_TO_PROMPT,TRUE,FALSE,APPROVED_EXISTING,NONE,"Deterministic vector asset -- no external pictorial reference required; authoritative geometry is governed by ALP's own deterministic renderer, not redrawn from an external image. No reference research action needed.",
Unit 202,unit202.components.physical.zener-diode,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — zener diode,PHYSICAL_RECOGNITION,TEACHING,USEFUL,USEFUL,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P2,P2 (secondary queue),LO6 — lesson.electrical.electronic-components-switching-control,"A physical-appearance companion image for the zener diode, paired with its existing deterministic UK/IEC symbol card -- more specialist than the six REQUIRED components, genuinely useful but not REQUIRED for Unit 202 visual completeness (CC-11.7 audit finding).","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a zener diode, matching a real, representative package form.","package form must be a real, representative physical form for a zener diode",do not invent a misleading package form for the zener diode; do not generate until a primary reference is marked READY,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.zener-diode.state.teaching"",""displayName"":""Physical appearance — zener diode (blocked)"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-zener-diode-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-zener-diode-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.components.physical.photodiode,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — photodiode,PHYSICAL_RECOGNITION,TEACHING,USEFUL,USEFUL,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P2,P2 (secondary queue),LO6 — lesson.electrical.electronic-components-switching-control,"A physical-appearance companion image for the photodiode, paired with its existing deterministic UK/IEC symbol card -- more specialist than the six REQUIRED components, genuinely useful but not REQUIRED for Unit 202 visual completeness (CC-11.7 audit finding).","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a photodiode, matching a real, representative package form.","package form must be a real, representative physical form for a photodiode",do not invent a misleading package form for the photodiode; do not generate until a primary reference is marked READY,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.photodiode.state.teaching"",""displayName"":""Physical appearance — photodiode (blocked)"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-photodiode-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-photodiode-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.components.physical.diac,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — DIAC,PHYSICAL_RECOGNITION,TEACHING,USEFUL,USEFUL,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P2,P2 (secondary queue),LO6 — lesson.electrical.electronic-components-switching-control,"A physical-appearance companion image for the DIAC, paired with its existing deterministic UK/IEC symbol card -- more specialist than the six REQUIRED components, genuinely useful but not REQUIRED for Unit 202 visual completeness (CC-11.7 audit finding).","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a DIAC, matching a real, representative package form.","package form must be a real, representative physical form for a DIAC",do not invent a misleading package form for the DIAC; do not generate until a primary reference is marked READY,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.diac.state.teaching"",""displayName"":""Physical appearance — DIAC (blocked)"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-diac-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-diac-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.components.physical.triac,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — TRIAC,PHYSICAL_RECOGNITION,TEACHING,USEFUL,USEFUL,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P2,P2 (secondary queue),LO6 — lesson.electrical.electronic-components-switching-control,"A physical-appearance companion image for the TRIAC, paired with its existing deterministic UK/IEC symbol card -- more specialist than the six REQUIRED components, genuinely useful but not REQUIRED for Unit 202 visual completeness (CC-11.7 audit finding).","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a TRIAC, matching a real, representative package form.","package form must be a real, representative physical form for a TRIAC",do not invent a misleading package form for the TRIAC; do not generate until a primary reference is marked READY,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.triac.state.teaching"",""displayName"":""Physical appearance — TRIAC (blocked)"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-triac-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-triac-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.components.physical.thyristor-scr,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — thyristor/SCR,PHYSICAL_RECOGNITION,TEACHING,USEFUL,USEFUL,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P2,P2 (secondary queue),LO6 — lesson.electrical.electronic-components-switching-control,"A physical-appearance companion image for the thyristor/SCR, paired with its existing deterministic UK/IEC symbol card -- more specialist than the six REQUIRED components, genuinely useful but not REQUIRED for Unit 202 visual completeness (CC-11.7 audit finding).","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a thyristor/SCR, matching a real, representative package form.","package form must be a real, representative physical form for a thyristor/SCR",do not invent a misleading package form for the thyristor/SCR; do not generate until a primary reference is marked READY,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.thyristor-scr.state.teaching"",""displayName"":""Physical appearance — thyristor/SCR (blocked)"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-thyristor-scr-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-thyristor-scr-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.electrolysis,unit202.family.electrolysis,Chemical effect / electrolysis,Chemical effect / electrolysis,PHENOMENON,TEACHING,REQUIRED,,HYBRID,HYBRID,P1,P1 (upgraded from P1/P2 -- CC-11.7 corpus corroboration),LO4 — lesson.electrical.thermal-and-chemical-effects,"Show the chemical effect of current: a source, an electrolyte and electrodes, with a meaningful current path -- no chemistry beyond syllabus scope.","One premium illustration of an electrolysis cell showing source, electrolyte and electrodes, matching the reference geometry exactly. Produce ONLY this asset -- do not automatically create the other members of this visual family.",source present; electrolyte present; electrodes present; meaningful current path,do not introduce chemistry detail beyond Unit 202 syllabus scope,TRUE,source; electrolyte; electrodes; current path,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,Wikimedia Commons — Elektrolyse Allgemein.svg,https://commons.wikimedia.org/wiki/File:Elektrolyse_Allgemein.svg,prefer CC0/public-domain reference where available,B+,Wikimedia Commons — Electrolysis diagram.png,https://commons.wikimedia.org/wiki/File:Electrolysis_diagram.png,recorded per source page,FALSE,FALSE,FALSE,,"{""stateId"":""unit202.electrolysis.state.teaching"",""displayName"":""Electrolysis cell — source, electrolyte, electrodes, current path"",""pedagogicalState"":""TEACHING""}",1,hybrid,electrolysis-base,apps/mobile/src/assets/instructional/unit202/hybrid/electrolysis-base,,SAVED,FALSE,FALSE,APPROVED_EXISTING,MEDIUM,"No confirmed problem on record. Standard appraisal welcome (geometry/topology match, licence, provenance) as part of this pack's general research pass.",
Unit 202,unit202.heating-effect,unit202.family.heating-effect,Heating effect of electric current,Heating effect of electric current,PHENOMENON,TEACHING,REQUIRED,,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL / HYBRID,P2,P2,LO4 — lesson.electrical.thermal-and-chemical-effects,Show the heating effect of electric current (resistive heating) at a conceptual level.,BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY.,,do not generate until a primary reference is marked READY,FALSE,,TRUE,TEACHING_EXPLANATORY,CLEAN_BASE_ART,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.heating-effect.state.teaching"",""displayName"":""Heating effect of electric current (blocked)"",""pedagogicalState"":""TEACHING""}",1,conceptual,heating-effect-base,apps/mobile/src/assets/instructional/unit202/conceptual/heating-effect-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.conductor-insulator,unit202.family.conductor-insulator,Conductor vs insulator,Conductor vs insulator,COMPARISON,TEACHING,REQUIRED,,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL,P2,P2,LO4 — lesson.electrical.conductors-and-insulators,Show a material-recognition comparison between conductors and insulators.,BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY.,,do not generate until a primary reference is marked READY,FALSE,,TRUE,TEACHING_EXPLANATORY,CLEAN_BASE_ART,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.conductor-insulator.state.teaching"",""displayName"":""Conductor vs insulator (blocked)"",""pedagogicalState"":""TEACHING""}",1,conceptual,conductor-insulator-base,apps/mobile/src/assets/instructional/unit202/conceptual/conductor-insulator-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.protective-devices,unit202.family.protective-devices,Fuse vs circuit breaker comparison,Fuse vs circuit breaker comparison,COMPARISON,TEACHING,REQUIRED,,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic functional explanation,P2,P2,LO4 — lesson.electrical.fault-conditions-protection,"Show a fuse and a circuit breaker side by side, supporting cap.fault.compare_fuse_breaker (fuse must be replaced once blown; breaker can be reset), without endorsing one manufacturer's product appearance as canonical.","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium side-by-side illustration (fuse | circuit breaker), matching the immutable facts exactly.","one fuse and one circuit breaker shown side by side, not as two separate images; must not endorse one manufacturer's product appearance as canonical",do not generate until a primary reference is marked READY; avoid making one manufacturer's product appearance canonical; do not split into two separate images -- this is one comparison deliverable,TRUE,FUSE; CIRCUIT BREAKER,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.protective-devices.state.fuse-vs-breaker"",""displayName"":""Fuse vs circuit breaker comparison (blocked)"",""pedagogicalState"":""TEACHING""}",1,conceptual,protective-devices-fuse-vs-breaker-base,apps/mobile/src/assets/instructional/unit202/conceptual/protective-devices-fuse-vs-breaker-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.trigonometry,unit202.family.trigonometry,Right-angle triangle / SOHCAHTOA,Right-angle triangle / SOHCAHTOA,TECHNICAL_DIAGRAM,TEACHING,DEFERRED_SCOPE,,DETERMINISTIC_TECHNICAL,DETERMINISTIC TECHNICAL,P2,future / P2,"LO1 — no current lesson (integration deferred, see reports/instructional-visuals/visual-needs-matrix.md)","A right-angle triangle showing hypotenuse/opposite/adjacent relative to a selected acute angle, supporting SOHCAHTOA -- lesson integration remains deferred.","No lesson exists to host this asset yet -- tracked for future commissioning only, not for current production.",right angle present; hypotenuse opposite the right angle; opposite/adjacent sides correctly identified relative to the selected acute angle,do not build a new lesson to host this asset -- current lesson integration remains deferred per the content freeze,FALSE,,FALSE,NONE,DETERMINISTIC_VECTOR_NOT_ART_GENERATED,Standard right-triangle trigonometry reference -- to be selected when this asset is actually commissioned,,to be recorded when selected,to be assessed,,,,FALSE,FALSE,FALSE,,"{""stateId"":""unit202.trigonometry.state.teaching"",""displayName"":""Right-angle triangle / SOHCAHTOA"",""pedagogicalState"":""TEACHING""}",1,deterministic-polish,trigonometry-base,apps/mobile/src/assets/instructional/unit202/deterministic-polish/trigonometry-base,,READY_TO_PROMPT,TRUE,FALSE,APPROVED_EXISTING,NONE,"Deterministic vector asset -- no external pictorial reference required; authoritative geometry is governed by ALP's own deterministic renderer, not redrawn from an external image. No reference research action needed.",
